,region,city,area,rooms,toilets,price,year,month
8489,emilia-romagna, Castenaso,66m²,3,1,€ 230.000,2023,7
8490,emilia-romagna, Minerbio,560m²,5+,3,€ 700.000,2023,7
8491,emilia-romagna, Bologna,49m²,2,1,€ 215.000,2023,7
8492,emilia-romagna, Forlimpopoli,195m²,4,2,€ 439.000,2023,7
8493,emilia-romagna, Agazzano,370m²,4,2,€ 457.000,2023,7
8494,emilia-romagna, Parma,302m²,5,2,€ 380.000,2023,7
8495,emilia-romagna, Ravenna,165m²,3,2,€ 145.000,2023,7
8496,emilia-romagna, Comacchio,48m²,3,1,Prezzo su richiesta,2023,7
8497,emilia-romagna, San Lazzaro di Savena,107m²,4,2,€ 298.000,2023,7
8498,emilia-romagna, Casalecchio di Reno,97m²,4,1,€ 235.000,2023,7
8499,emilia-romagna, Bologna,110m²,5,1,€ 249.000,2023,7
8500,emilia-romagna, Parma,137m²,5,2,€ 339.000,2023,7
8501,emilia-romagna, Comacchio,61m²,2,1,€ 109.000,2023,7
8502,emilia-romagna, Ravenna,567m²,5+,3+,Prezzo su richiesta,2023,7
8503,emilia-romagna, Cesena,58m²,3,1,€ 140.000,2023,7
8504,emilia-romagna, San Lazzaro di Savena,78m²,4,2,€ 275.000,2023,7
8505,emilia-romagna, Riccione,119m²,5,2,€ 365.000,2023,7
8506,emilia-romagna, Parma,66m²,2,1,€ 144.000,2023,7
8507,emilia-romagna, Forlì,300m²,5+,3+,€ 397.000,2023,7
8508,emilia-romagna, Forlì,153m²,4,2,Prezzo su richiesta,2023,7
8509,emilia-romagna, Rimini,97m²,4,2,€ 375.000,2023,7
8510,emilia-romagna, Reggio Emilia,250m²,5+,3,€ 380.000,2023,7
8511,emilia-romagna, Cattolica,90m²,3,2,€ 290.000,2023,7
8512,emilia-romagna, Piacenza,110m²,3,1,€ 167.000,2023,7
8513,emilia-romagna, Parma,78m²,3,1,€ 162.000,2023,7
8514,emilia-romagna, Bologna,72m²,3,1,€ 285.000,2023,7
8515,emilia-romagna, Baricella,85m²,3,1,€ 84.000,2023,7
8516,emilia-romagna, Bologna,112m²,3,3,€ 415.000,2023,7
8517,emilia-romagna, San Lazzaro di Savena,250m²,5+,3,€ 720.000,2023,7
8518,emilia-romagna, Parma,59m²,2,1,€ 250.000,2023,7
8519,emilia-romagna, Molinella,1.270m²,5+,3,€ 550.000,2023,7
8520,emilia-romagna, Bologna,42m²,2,1,€ 185.000,2023,7
8521,emilia-romagna, Bologna,108m²,3,1,€ 395.000,2023,7
8522,emilia-romagna, Bologna,67m²,2,1,€ 250.000,2023,7
8523,emilia-romagna, Bologna,148m²,5,2,€ 500.000,2023,7
8524,emilia-romagna,Appartamenti di nuova costruzione a Pianoro,92m²,3 - 4,1,da € 303.000,2023,7
8525,emilia-romagna, Castel Maggiore,132m²,3,2,€ 295.000,2023,7
8526,emilia-romagna, Granarolo dell'Emilia,225m²,5,1,€ 565.000,2023,7
8527,emilia-romagna, Castenaso,87m²,3,1,€ 280.000,2023,7
8528,emilia-romagna, Pianoro,252m²,5+,2,€ 540.000,2023,7
8529,emilia-romagna, Sant'Agata Feltria,130m²,4,2,€ 127.000,2023,7
8530,emilia-romagna, San Giovanni in Persiceto,157m²,5+,2,€ 375.000,2023,7
8531,emilia-romagna, Carpi,758m²,5+,3+,€ 690.000,2023,7
8532,emilia-romagna, Sant'Agata Feltria,170m²,4,2,€ 185.000,2023,7
8533,emilia-romagna, Montechiarugolo,50m²,2,1,€ 128.000,2023,7
8534,emilia-romagna, Dozza,115m²,3,1,€ 215.000,2023,7
8535,emilia-romagna, Reggio Emilia,230m²,5+,3,€ 498.000,2023,7
8536,emilia-romagna, Rimini,113m²,4,2,€ 430.000,2023,7
8537,emilia-romagna, Rimini,118m²,4,2,€ 470.000,2023,7
8538,emilia-romagna, Rimini,97m²,3,2,€ 350.000,2023,7
8539,emilia-romagna, Rimini,97m²,3,2,€ 335.000,2023,7
8540,emilia-romagna, Rimini,113m²,4,2,€ 360.000,2023,7
8541,emilia-romagna, Rimini,97m²,3,2,€ 315.000,2023,7
8542,emilia-romagna, San Lazzaro di Savena,85m²,4,1,€ 185.000,2023,7
8543,emilia-romagna, Rimini,99m²,3,2,€ 400.000,2023,7
8544,emilia-romagna, Rimini,92m²,3,2,€ 335.000,2023,7
8545,emilia-romagna, Rimini,99m²,3,2,€ 350.000,2023,7
8546,emilia-romagna, Rimini,132m²,4,2,€ 430.000,2023,7
8547,emilia-romagna, Rimini,94m²,3,2,€ 330.000,2023,7
8548,emilia-romagna, Rimini,94m²,3,2,€ 310.000,2023,7
8549,emilia-romagna, Rimini,94m²,3,2,€ 305.000,2023,7
8550,emilia-romagna, Rimini,102m²,4,2,€ 350.000,2023,7
8551,emilia-romagna, Rimini,88m²,3,2,€ 230.000,2023,7
8552,emilia-romagna, Rimini,97m²,3,2,€ 250.000,2023,7
8553,emilia-romagna, Rimini,109m²,4,2,€ 300.000,2023,7
8554,emilia-romagna, Rimini,101m²,4,2,€ 380.000,2023,7
8555,emilia-romagna, Rimini,78m²,3,2,€ 290.000,2023,7
8556,emilia-romagna, Rimini,85m²,3,2,€ 300.000,2023,7
8557,emilia-romagna, Rimini,101m²,4,2,€ 360.000,2023,7
8558,emilia-romagna, Rimini,77m²,2,1,€ 275.000,2023,7
8559,emilia-romagna, Rimini,90m²,3,2,€ 330.000,2023,7
8560,emilia-romagna, Rimini,91m²,3,2,€ 325.000,2023,7
8561,emilia-romagna, Rimini,93m²,3,2,€ 330.000,2023,7
8562,emilia-romagna, Rimini,92m²,3,2,€ 320.000,2023,7
8563,emilia-romagna, Rimini,93m²,3,2,€ 325.000,2023,7
8564,emilia-romagna, Rimini,73m²,2,1,€ 265.000,2023,7
8565,emilia-romagna, Rimini,92m²,3,2,€ 330.000,2023,7
8566,emilia-romagna, Rimini,112m²,4,2,€ 340.000,2023,7
8567,emilia-romagna, Rimini,95m²,3,2,€ 295.000,2023,7
8568,emilia-romagna, Rimini,121m²,4,2,€ 375.000,2023,7
8569,emilia-romagna, Rimini,123m²,4,2,€ 320.000,2023,7
8570,emilia-romagna, Rimini,141m²,4,2,€ 350.000,2023,7
8571,emilia-romagna, Rimini,93m²,3,2,€ 280.000,2023,7
8572,emilia-romagna, Rimini,108m²,4,2,€ 335.000,2023,7
8573,emilia-romagna, Rimini,65m²,2,1,€ 200.000,2023,7
8574,emilia-romagna, Rimini,108m²,4,2,€ 300.000,2023,7
8575,emilia-romagna, Rimini,93m²,3,2,€ 275.000,2023,7
8576,emilia-romagna, Rimini,121m²,4,2,€ 355.000,2023,7
8577,emilia-romagna, Bologna,120m²,3,2,€ 338.000,2023,7
8578,emilia-romagna, Valsamoggia,240m²,5,2,€ 348.000,2023,7
8579,emilia-romagna, Parma,100m²,3,2,Prezzo su richiesta,2023,7
8580,emilia-romagna, Bagnacavallo,203m²,5,2,€ 350.000,2023,7
8581,emilia-romagna, Reggio Emilia,86m²,4,1,€ 218.000,2023,7
8582,emilia-romagna, Zocca,95m²,4,2,€ 119.000,2023,7
8583,emilia-romagna, Bologna,140m²,5,2,€ 498.000,2023,7
8584,emilia-romagna, Bologna,71m²,3,1,€ 188.000,2023,7
8585,emilia-romagna, Cervia,89m²,3,1,€ 299.000,2023,7
8586,emilia-romagna, Fornovo di Taro,100m²,3,1,€ 99.000,2023,7
8587,emilia-romagna, Bologna,70m²,3,1,€ 195.000,2023,7
8588,emilia-romagna, San Lazzaro di Savena,140m²,5,2,€ 390.000,2023,7
8589,emilia-romagna, San Lazzaro di Savena,150m²,5,2,€ 410.000,2023,7
8590,emilia-romagna, Bastiglia,305m²,,1,€ 305.000,2023,7
8591,emilia-romagna, Monzuno,96m²,4,2,€ 139.000,2023,7
8592,emilia-romagna, Dozza,456m²,5+,3+,€ 950.000,2023,7
8593,emilia-romagna, Baricella,51m²,,1,€ 80.000,2023,7
8594,emilia-romagna, Parma,182m²,5+,3,Prezzo su richiesta,2023,7
8595,emilia-romagna, Forlì,235m²,5+,3,Prezzo su richiesta,2023,7
8596,emilia-romagna,Ville a schiera di nuova costruzione a Lesignano de' Bagni,159m²,5,1,da € 345.000,2023,7
8597,emilia-romagna, Cesena,81m²,4,1,€ 139.000,2023,7
8598,emilia-romagna, Riccione,130m²,5,3,€ 635.000,2023,7
8599,emilia-romagna,Appartamenti di nuova costruzione a Parma,48m²,1 - 3,1,da € 145.000,2023,7
8600,emilia-romagna, San Giovanni in Marignano,138m²,3,2,€ 360.000,2023,7
8601,emilia-romagna,Attici e Appartamenti di nuova costruzione a Parma,70m²,2 - 5,1,da € 245.000,2023,7
8602,emilia-romagna, Riccione,167m²,3,3,€ 440.000,2023,7
8603,emilia-romagna, Forlì,100m²,5,2,€ 215.000,2023,7
8604,emilia-romagna, Castel Maggiore,282m²,5+,3,€ 495.000,2023,7
8605,emilia-romagna, Cesena,127m²,4,2,€ 158.000,2023,7
8606,emilia-romagna, Cesenatico,110m²,4,2,€ 279.000,2023,7
8607,emilia-romagna, Cesena,140m²,2,1,€ 460.000,2023,7
8608,emilia-romagna, Bologna,90m²,3,2,€ 349.000,2023,7
8609,emilia-romagna,Attici e Appartamenti di nuova costruzione a Formigine,102m²,3 - 4,1,da € 275.000,2023,7
8610,emilia-romagna, Cervia,60m²,2,1,"€ 230.000€ 249.000(-7,6%)",2023,7
8611,emilia-romagna, Ozzano dell'Emilia,70m²,2,1,€ 190.000,2023,7
8612,emilia-romagna, Modena,105m²,3,1,€ 185.000,2023,7
8613,emilia-romagna,Attici e Appartamenti di nuova costruzione a San Lazzaro di Savena,89m²,3 - 5,1,da € 365.000,2023,7
8614,emilia-romagna, Coriano,132m²,5+,2,€ 325.000,2023,7
8615,emilia-romagna, Cesenatico,185m²,5,2,€ 334.000,2023,7
8616,emilia-romagna, Coriano,154m²,5+,3,€ 285.000,2023,7
8617,emilia-romagna, Imola,1.073m²,5+,2,€ 735.000,2023,7
8618,emilia-romagna, Cesenatico,80m²,3,2,€ 287.000,2023,7
8619,emilia-romagna, Cervia,97m²,3,1,€ 185.000,2023,7
8620,emilia-romagna, Forlimpopoli,95m²,5,2,€ 149.000,2023,7
8621,emilia-romagna, Cesenatico,50m²,2,1,"€ 195.000€ 218.000(-10,6%)",2023,7
8622,emilia-romagna, Medicina,233m²,5+,2,€ 108.000,2023,7
8623,emilia-romagna, Cesenatico,252m²,5,3+,€ 599.000,2023,7
8624,emilia-romagna, Ozzano dell'Emilia,130m²,4,2,€ 479.000,2023,7
8625,emilia-romagna, Cesena,45m²,2,1,€ 119.000,2023,7
8626,emilia-romagna, Bologna,93m²,4,1,€ 295.000,2023,7
8627,emilia-romagna, Cesenatico,65m²,3,2,€ 193.000,2023,7
8628,emilia-romagna, Monte San Pietro,80m²,4,1,€ 199.000,2023,7
8629,emilia-romagna, Cesena,100m²,3,2,€ 175.000,2023,7
8630,emilia-romagna, Comacchio,46m²,3,1,€ 85.000,2023,7
8631,emilia-romagna, San Lazzaro di Savena,80m²,2,1,€ 255.000,2023,7
8632,emilia-romagna, Cesena,110m²,3,2,€ 268.000,2023,7
8633,emilia-romagna, Bologna,58m²,2,1,€ 193.000,2023,7
8634,emilia-romagna, Forlimpopoli,80m²,3,1,€ 139.000,2023,7
8635,emilia-romagna, Bologna,55m²,2,1,€ 210.000,2023,7
8636,emilia-romagna, Castenaso,48m²,2,1,€ 108.000,2023,7
8637,emilia-romagna, Bologna,85m²,3,2,€ 318.000,2023,7
8638,emilia-romagna, Bologna,111m²,5,2,€ 250.000,2023,7
8639,emilia-romagna, Bologna,164m²,5+,2,€ 695.000,2023,7
8640,emilia-romagna, Monterenzio,64m²,2,1,€ 87.000,2023,7
8641,emilia-romagna, Bologna,83m²,4,1,€ 270.000,2023,7
8642,emilia-romagna, Castel San Pietro Terme,248m²,5+,2,€ 385.000,2023,7
8643,emilia-romagna, Coriano,132m²,5,2,€ 225.000,2023,7
8644,emilia-romagna, Cento,55m²,2,1,€ 85.000,2023,7
8645,emilia-romagna, Monterenzio,51m²,2,1,€ 107.000,2023,7
8646,emilia-romagna, Bologna,175m²,5,2,€ 685.000,2023,7
8647,emilia-romagna, San Lazzaro di Savena,120m²,4,2,€ 335.000,2023,7
8648,emilia-romagna, San Lazzaro di Savena,82m²,3,1,€ 275.000,2023,7
8649,emilia-romagna, San Lazzaro di Savena,188m²,5,2,€ 755.000,2023,7
8650,emilia-romagna, San Lazzaro di Savena,163m²,4,2,€ 493.000,2023,7
8651,emilia-romagna, Russi,275m²,5+,3,€ 499.000,2023,7
8652,emilia-romagna, Malalbergo,120m²,4,1,€ 230.000,2023,7
8653,emilia-romagna, Valsamoggia,218m²,5,2,€ 549.000,2023,7
8654,emilia-romagna, Bologna,88m²,4,1,€ 245.000,2023,7
8655,emilia-romagna, Ozzano dell'Emilia,166m²,3,2,€ 400.000,2023,7
8656,emilia-romagna, Monte San Pietro,120m²,4,2,€ 239.000,2023,7
8657,emilia-romagna, Bertinoro,430m²,5+,3,€ 430.000,2023,7
8658,emilia-romagna, Granarolo dell'Emilia,237m²,5+,2,€ 595.000,2023,7
8659,emilia-romagna, Bologna,60m²,3,1,€ 248.000,2023,7
8660,emilia-romagna, Modena,226m²,4,2,€ 490.000,2023,7
8661,emilia-romagna,Attici e Appartamenti di nuova costruzione a Modena,67m²,3 - 5,1,da € 222.337,2023,7
8662,emilia-romagna, Bologna,164m²,5+,2,€ 695.000,2023,7
8663,emilia-romagna, Ozzano dell'Emilia,67m²,2,1,€ 195.000,2023,7
8664,emilia-romagna, Ozzano dell'Emilia,76m²,3,1,€ 144.000,2023,7
8665,emilia-romagna, Ozzano dell'Emilia,72m²,2,1,€ 235.000,2023,7
8666,emilia-romagna, Granarolo dell'Emilia,130m²,5,2,€ 395.000,2023,7
8667,emilia-romagna, Granarolo dell'Emilia,312m²,5,2,€ 329.000,2023,7
8668,emilia-romagna, Rimini,157m²,4,2,€ 495.000,2023,7
8669,emilia-romagna, Savignano sul Rubicone,285m²,5+,3,€ 440.000,2023,7
8670,emilia-romagna,Attici e Appartamenti di nuova costruzione a Modena,162m²,5+,1,da € 503.688,2023,7
8671,emilia-romagna, Parma,130m²,4,2,€ 405.000,2023,7
8672,emilia-romagna, Castel San Pietro Terme,184m²,5+,2,€ 432.000,2023,7
8673,emilia-romagna, Bologna,290m²,5+,3,€ 998.000,2023,7
8674,emilia-romagna, Rimini,130m²,3,2,€ 310.000,2023,7
8675,emilia-romagna, Budrio,250m²,5,3,€ 450.000,2023,7
8676,emilia-romagna,Attici e Appartamenti di nuova costruzione a Modena,135m²,5+,1,Prezzo su richiesta,2023,7
8677,emilia-romagna, Castenaso,154m²,5,2,€ 396.800,2023,7
8678,emilia-romagna, Rimini,190m²,5+,3,€ 690.000,2023,7
8679,emilia-romagna, Bologna,70m²,3,1,€ 218.000,2023,7
8680,emilia-romagna, Cesena,71m²,3,1,€ 168.000,2023,7
8681,emilia-romagna, Granarolo dell'Emilia,113m²,4,2,€ 298.000,2023,7
8682,emilia-romagna, Bologna,150m²,5+,2,€ 449.000,2023,7
8683,emilia-romagna, Bologna,86m²,3,1,€ 230.000,2023,7
8684,emilia-romagna, Riccione,145m²,5+,2,€ 500.000,2023,7
8685,emilia-romagna, Santa Sofia,88m²,3,2,€ 75.000,2023,7
8686,emilia-romagna, Granarolo dell'Emilia,134m²,4,2,€ 378.000,2023,7
8687,emilia-romagna, Rimini,164m²,5,2,€ 449.000,2023,7
8688,emilia-romagna, Granarolo dell'Emilia,65m²,2,1,€ 195.000,2023,7
8689,emilia-romagna, Rimini,104m²,3,1,€ 250.000,2023,7
8690,emilia-romagna, Bologna,105m²,4,1,€ 398.000,2023,7
8691,emilia-romagna, San Lazzaro di Savena,55m²,2,1,€ 170.000,2023,7
8692,emilia-romagna, Carpi,136m²,5,2,€ 285.000,2023,7
8693,emilia-romagna, Correggio,110m²,5+,2,€ 228.000,2023,7
8694,emilia-romagna, San Lazzaro di Savena,81m²,4,1,€ 174.000,2023,7
8695,emilia-romagna, Castel San Pietro Terme,188m²,5,2,€ 350.000,2023,7
8696,emilia-romagna, Piacenza,162m²,4,1,€ 315.000,2023,7
8697,emilia-romagna, Piacenza,218m²,5+,3,€ 449.000,2023,7
8698,emilia-romagna, Bologna,120m²,4,1,€ 370.000,2023,7
8699,emilia-romagna, Rimini,145m²,4,2,€ 360.000,2023,7
8700,emilia-romagna, Cervia,47m²,,1,€ 169.000,2023,7
8701,emilia-romagna, Bologna,113m²,4,2,€ 550.000,2023,7
8702,emilia-romagna, Sestola,70m²,2,1,€ 78.000,2023,7
8703,emilia-romagna,Appartamenti di nuova costruzione a Parma,59m²,2 - 5,1,da € 188.500,2023,7
8704,emilia-romagna, Monte San Pietro,120m²,5+,3,€ 319.000,2023,7
8705,emilia-romagna, Riccione,109m²,3,2,€ 503.000,2023,7
8706,emilia-romagna, Modena,130m²,4,2,€ 290.000,2023,7
8707,emilia-romagna, Castelfranco Emilia,110m²,4,2,€ 155.000,2023,7
8708,emilia-romagna, Parma,220m²,5,1,€ 210.000,2023,7
8709,emilia-romagna, Castenaso,122m²,5,2,€ 298.000,2023,7
8710,emilia-romagna, Parma,100m²,3,2,€ 258.000,2023,7
8711,emilia-romagna, Modena,156m²,5,2,€ 515.000,2023,7
8712,emilia-romagna, Castelfranco Emilia,70m²,2,1,€ 115.000,2023,7
8713,emilia-romagna, Sassuolo,76m²,2,1,€ 119.000,2023,7
8714,emilia-romagna, Vergato,55m²,2,1,€ 55.000,2023,7
8715,emilia-romagna, Parma,66m²,2,1,€ 179.000,2023,7
8716,emilia-romagna, Parma,110m²,3,1,€ 218.000,2023,7
8717,emilia-romagna, Fidenza,150m²,4,2,€ 210.000,2023,7
8718,emilia-romagna, Pianoro,56m²,2,1,€ 198.000,2023,7
8719,emilia-romagna, Parma,95m²,3,2,€ 319.000,2023,7
8720,emilia-romagna, Parma,102m²,3,1,€ 210.000,2023,7
8721,emilia-romagna, Bologna,70m²,3,1,€ 235.000,2023,7
8722,emilia-romagna, Parma,90m²,3,1,€ 128.000,2023,7
8723,emilia-romagna, Parma,100m²,3,1,€ 160.000,2023,7
8724,emilia-romagna, Parma,97m²,3,1,€ 197.000,2023,7
8725,emilia-romagna, Parma,105m²,4,2,€ 210.000,2023,7
8726,emilia-romagna, Parma,55m²,2,1,€ 135.000,2023,7
8727,emilia-romagna, Parma,150m²,5+,2,€ 186.000,2023,7
8728,emilia-romagna, Parma,75m²,3,1,€ 205.000,2023,7
8729,emilia-romagna, Cesena,297m²,5+,2,€ 469.000,2023,7
8730,emilia-romagna, Parma,280m²,5+,3+,€ 1.090.000,2023,7
8731,emilia-romagna, Cesena,147m²,5+,2,€ 269.000,2023,7
8732,emilia-romagna, Forlì,110m²,3,2,€ 275.000,2023,7
8733,emilia-romagna, Bologna,93m²,3,1,€ 260.000,2023,7
8734,emilia-romagna, Bologna,103m²,3,2,€ 410.000,2023,7
8735,emilia-romagna, Bologna,146m²,4,2,€ 570.000,2023,7
8736,emilia-romagna, Bologna,87m²,3,1,€ 340.000,2023,7
8737,emilia-romagna, San Lazzaro di Savena,124m²,4,2,€ 560.000,2023,7
8738,emilia-romagna, Bologna,147m²,5+,2,€ 400.000,2023,7
8739,emilia-romagna, Casalgrande,135m²,3,2,"€ 265.000€ 280.000(-5,4%)",2023,7
8740,emilia-romagna, Cesena,52m²,2,1,€ 135.000,2023,7
8741,emilia-romagna,Attici e Appartamenti di nuova costruzione a Bologna,165m²,5 - 5+,1,Prezzo su richiesta,2023,7
8742,emilia-romagna, Castenaso,105m²,4,1,€ 232.000,2023,7
8743,emilia-romagna, Modena,138m²,4,1,€ 237.000,2023,7
8744,emilia-romagna, Forlì,700m²,5+,2,€ 1.050.000,2023,7
8745,emilia-romagna, Carpi,119m²,3,1,€ 288.000,2023,7
8746,emilia-romagna, Carpi,175m²,4,3,€ 370.000,2023,7
8747,emilia-romagna, Parma,170m²,5,2,€ 279.000,2023,7
8748,emilia-romagna, Cesenatico,35m²,,1,€ 160.000,2023,7
8749,emilia-romagna, Bologna,146m²,5,1,€ 489.000,2023,7
8750,emilia-romagna,Attici e Appartamenti di nuova costruzione a Modena,117m²,4 - 5+,1,da € 410.550,2023,7
8751,emilia-romagna, Carpi,94m²,3,1,€ 189.000,2023,7
8752,emilia-romagna, Cervia,65m²,3,1,€ 240.000,2023,7
8753,emilia-romagna, Gatteo,90m²,3,2,€ 255.000,2023,7
8754,emilia-romagna, Cervia,166m²,4,2,€ 285.000,2023,7
8755,emilia-romagna, Valsamoggia,88m²,4,2,€ 225.000,2023,7
8756,emilia-romagna, Rimini,86m²,3,2,€ 270.000,2023,7
8757,emilia-romagna, Casalecchio di Reno,245m²,5+,2,€ 1.150.000,2023,7
8758,emilia-romagna, Cesenatico,39m²,2,1,€ 136.000,2023,7
8759,emilia-romagna, Bologna,90m²,4,2,€ 398.000,2023,7
8760,emilia-romagna, Cesena,295m²,5+,1,€ 255.000,2023,7
8761,emilia-romagna, Castel Bolognese,94m²,5+,2,€ 140.000,2023,7
8762,emilia-romagna, Bologna,120m²,5,3,€ 480.000,2023,7
8763,emilia-romagna, Bologna,120m²,5,3,€ 480.000,2023,7
8764,emilia-romagna, Bologna,289m²,5+,3,€ 1.189.000,2023,7
8765,emilia-romagna, Bologna,235m²,5+,3,€ 570.000,2023,7
8766,emilia-romagna, Bologna,62m²,2,1,€ 170.000,2023,7
8767,emilia-romagna, Parma,108m²,3,2,€ 345.000,2023,7
8768,emilia-romagna, Bologna,92m²,3,1,€ 345.000,2023,7
8769,emilia-romagna, Bologna,90m²,3,2,€ 310.000,2023,7
8770,emilia-romagna, Bologna,180m²,5,2,€ 690.000,2023,7
8771,emilia-romagna, Imola,303m²,5+,3,Prezzo su richiesta,2023,7
8772,emilia-romagna, Meldola,100m²,3,2,€ 140.000,2023,7
8773,emilia-romagna, Cento,60m²,2,1,€ 86.000,2023,7
8774,emilia-romagna, Bologna,120m²,4,2,€ 425.000,2023,7
8775,emilia-romagna, Forlì,99m²,5+,2,€ 173.000,2023,7
8776,emilia-romagna, San Lazzaro di Savena,75m²,3,1,€ 240.000,2023,7
8777,emilia-romagna, Bologna,90m²,3,1,€ 230.000,2023,7
8778,emilia-romagna, Granarolo dell'Emilia,42m²,2,1,€ 95.000,2023,7
8779,emilia-romagna, Casalgrande,90m²,3,1,€ 160.000,2023,7
8780,emilia-romagna, Piacenza,150m²,4,2,€ 288.000,2023,7
8781,emilia-romagna, Bologna,185m²,5+,3,€ 595.000,2023,7
8782,emilia-romagna, Malalbergo,400m²,5+,3+,€ 610.000,2023,7
8783,emilia-romagna, Fanano,145m²,4,1,€ 209.000,2023,7
8784,emilia-romagna, Castel Maggiore,135m²,5,1,€ 265.000,2023,7
8785,emilia-romagna, Bologna,50m²,2,1,€ 210.000,2023,7
8786,emilia-romagna, Bologna,100m²,4,2,€ 315.000,2023,7
8787,emilia-romagna, Cento,104m²,4,1,€ 135.000,2023,7
8788,emilia-romagna, Cervia,82m²,3,1,€ 398.000,2023,7
8789,emilia-romagna, Granarolo dell'Emilia,79m²,3,1,€ 189.000,2023,7
8790,emilia-romagna, Bologna,86m²,3,1,€ 389.000,2023,7
8791,emilia-romagna, Cesena,80m²,3,1,€ 175.000,2023,7
8792,emilia-romagna, Ravenna,150m²,5,2,€ 74.000,2023,7
8793,emilia-romagna, Bertinoro,110m²,3,2,€ 170.000,2023,7
8794,emilia-romagna, Bologna,105m²,4,2,€ 369.000,2023,7
8795,emilia-romagna, Granarolo dell'Emilia,78m²,2,1,€ 195.000,2023,7
8796,emilia-romagna, Reggio Emilia,560m²,5+,3+,€ 950.000,2023,7
8797,emilia-romagna, Bologna,229m²,5,3,€ 950.000,2023,7
8798,emilia-romagna, Cervia,75m²,3,1,€ 209.000,2023,7
8799,emilia-romagna, Parma,90m²,3,1,€ 200.000,2023,7
8800,emilia-romagna, Bologna,191m²,5,2,€ 630.000,2023,7
8801,emilia-romagna, Ozzano dell'Emilia,103m²,3,2,€ 255.000,2023,7
8802,emilia-romagna, San Lazzaro di Savena,101m²,4,2,€ 370.000,2023,7
8803,emilia-romagna, Parma,116m²,4,2,€ 330.000,2023,7
8804,emilia-romagna,Appartamenti di nuova costruzione a Collecchio,65m²,2 - 5,1,da € 179.000,2023,7
8805,emilia-romagna, Torrile,180m²,5,2,€ 235.000,2023,7
8806,emilia-romagna, Budrio,215m²,5+,3,€ 678.000,2023,7
8807,emilia-romagna, Rimini,112m²,4,1,€ 360.000,2023,7
8808,emilia-romagna, Minerbio,135m²,5,2,€ 250.000,2023,7
8809,emilia-romagna, Bologna,90m²,4,2,€ 398.000,2023,7
8810,emilia-romagna, Pianoro,130m²,5,2,€ 479.000,2023,7
8811,emilia-romagna, Budrio,110m²,4,1,€ 220.000,2023,7
8812,emilia-romagna, Argenta,148m²,5+,1,€ 129.000,2023,7
8813,emilia-romagna, Parma,83m²,3,2,€ 240.000,2023,7
8814,emilia-romagna, Cervia,170m²,5+,3,€ 550.000,2023,7
8815,emilia-romagna, Parma,90m²,3,2,€ 139.000,2023,7
8816,emilia-romagna, Campegine,106m²,3,1,€ 160.000,2023,7
8817,emilia-romagna, Bologna,55m²,3,1,€ 220.000,2023,7
8818,emilia-romagna, Castel San Pietro Terme,157m²,5+,2,€ 268.000,2023,7
8819,emilia-romagna, Fiorenzuola d'Arda,90m²,3,1,€ 164.000,2023,7
8820,emilia-romagna, Gossolengo,100m²,3,1,€ 145.000,2023,7
8821,emilia-romagna, Valsamoggia,105m²,3,2,€ 280.000,2023,7
8822,emilia-romagna, Imola,107m²,4,1,€ 155.000,2023,7
8823,emilia-romagna, Bologna,97m²,4,2,€ 330.000,2023,7
8824,emilia-romagna, Forlì,225m²,5+,2,€ 390.000,2023,7
8825,emilia-romagna, Imola,214m²,5,2,€ 495.000,2023,7
8826,emilia-romagna, Bologna,80m²,3,1,€ 380.000,2023,7
8827,emilia-romagna, Bologna,61m²,,1,€ 158.000,2023,7
8828,emilia-romagna, Pianoro,113m²,5,1,€ 235.000,2023,7
8829,emilia-romagna, Forlì,76m²,2,1,€ 105.000,2023,7
8830,emilia-romagna, Forlì,269m²,5+,3,€ 480.000,2023,7
8831,emilia-romagna, Ozzano dell'Emilia,171m²,5,2,€ 495.000,2023,7
8832,emilia-romagna, Imola,90m²,3,1,€ 159.000,2023,7
8833,emilia-romagna, Comacchio,55m²,3,1,€ 105.000,2023,7
8834,emilia-romagna, Riccione,108m²,3,2,€ 585.000,2023,7
8835,emilia-romagna, Imola,90m²,4,1,€ 120.000,2023,7
8836,emilia-romagna, Sestola,176m²,5+,3,€ 199.000,2023,7
8837,emilia-romagna, Molinella,112m²,5,1,€ 133.000,2023,7
8838,emilia-romagna, Modena,140m²,5,2,€ 410.000,2023,7
8839,emilia-romagna, Pianoro,450m²,5+,3+,€ 700.000,2023,7
8840,emilia-romagna, Molinella,140m²,4,2,€ 245.000,2023,7
8841,emilia-romagna, Bologna,56m²,2,1,€ 170.000,2023,7
8842,emilia-romagna, Cervia,65m²,3,1,€ 298.000,2023,7
8843,emilia-romagna, Carpi,113m²,4,2,"€ 120.000€ 135.000(-11,1%)",2023,7
8844,emilia-romagna, Parma,317m²,5+,3,€ 525.000,2023,7
8845,emilia-romagna, Fanano,161m²,5,1,€ 129.000,2023,7
8846,emilia-romagna, Bologna,239m²,5+,2,€ 1.200.000,2023,7
8847,emilia-romagna, Sorbolo Mezzani,152m²,5,2,€ 450.000,2023,7
8848,emilia-romagna, Zola Predosa,500m²,5+,3+,€ 800.000,2023,7
8849,emilia-romagna, Cesena,227m²,5+,2,€ 369.000,2023,7
8850,emilia-romagna, Bologna,180m²,5+,2,€ 595.000,2023,7
